query,backend,latency_sec,recall_at_k,mrr_at_k,rouge_l_f1,generated_answer,retrieved_ids,relevant_ids
"¿Cuáles son las estimaciones de víctimas mortales registradas para los periodos 1948-1958 y 1949-1958, según el libro mencionado y el estudio econométrico de 2019, respectivamente?",solr,4.5210325717926025,1.0,1.0,0.09302325581395349,del consumo de la marihuana se sabe que fue profuso durante la construcción del canal de panamá y en proporciones importantes durante la violencia (1948).,09-¿Quién perdió_.txt_0000|09-¿Quién perdió_.txt_0001|12-Pacificación sin paz.txt_0037|22-El narcotráfico patea el tablero.txt_0023|02-introducción.txt_0030,09-¿Quién perdió_.txt_0000|09-¿Quién perdió_.txt_0001
"¿Cuáles son las estimaciones de víctimas mortales registradas para los periodos 1948-1958 y 1949-1958, según el libro mencionado y el estudio econométrico de 2019, respectivamente?",milvus,3.3005292415618896,1.0,1.0,0.1038961038961039,"en l959, pero nunca llegó a ser tan baja como lo fue en el periodo 1945-47",09-¿Quién perdió_.txt_0001|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0021|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0020|09-¿Quién perdió_.txt_0000|12-Pacificación sin paz.txt_0021,09-¿Quién perdió_.txt_0000|09-¿Quién perdió_.txt_0001
"Describa la secuencia de actos sanguinarios que se realizaban a los cadáveres de las víctimas tras su muerte biológica durante las masacres, y mencione cuál era la forma de tortura previa más común.",solr,3.2535452842712402,1.0,1.0,0.13793103448275865,y las corrientes socialistas encargaron la denuncia y la defensa de los vctimas.,09-¿Quién perdió_.txt_0006|09-¿Quién perdió_.txt_0007|32-La guerra sucia.txt_0033|08-Una dictadura inducida.txt_0035|04-El miedo al comunismo.txt_0026,09-¿Quién perdió_.txt_0006|09-¿Quién perdió_.txt_0007
"Describa la secuencia de actos sanguinarios que se realizaban a los cadáveres de las víctimas tras su muerte biológica durante las masacres, y mencione cuál era la forma de tortura previa más común.",milvus,1.8018574714660645,1.0,1.0,0.05063291139240506,el asesinato de las personas,09-¿Quién perdió_.txt_0006|09-¿Quién perdió_.txt_0007|30-El genocidio de la Unión Patriótica.txt_0032|32-La guerra sucia.txt_0008|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0021,09-¿Quién perdió_.txt_0006|09-¿Quién perdió_.txt_0007
"A pesar de que los campesinos fueron identificados como los grandes perdedores de la guerra, ¿qué evidencia presenta el texto sobre la prosperidad económica experimentada por el sector cafetero entre 1944 y 1957?",solr,1.0401084423065186,0.75,1.0,0.0,colombia,09-¿Quién perdió_.txt_0010|09-¿Quién perdió_.txt_0009|09-¿Quién perdió_.txt_0011|04-El miedo al comunismo.txt_0005|25-El MAS y la mentalidad paramilitar.txt_0019,09-¿Quién perdió_.txt_0009|09-¿Quién perdió_.txt_0010|09-¿Quién perdió_.txt_0011|09-¿Quién perdió_.txt_0012
"A pesar de que los campesinos fueron identificados como los grandes perdedores de la guerra, ¿qué evidencia presenta el texto sobre la prosperidad económica experimentada por el sector cafetero entre 1944 y 1957?",milvus,4.236484050750732,0.0,0.0,0.0975609756097561,"vivan los trabajadores del banano en la región, en barracas, sin libertad ni condiciones mnimas de vida.",12-Pacificación sin paz.txt_0054|03-Antecedentes históricos (1920-1958).txt_0010|27-Una tregua imposible.txt_0049|27-Una tregua imposible.txt_0050|12-Pacificación sin paz.txt_0051,09-¿Quién perdió_.txt_0009|09-¿Quién perdió_.txt_0010|09-¿Quién perdió_.txt_0011|09-¿Quién perdió_.txt_0012
"¿Cuáles fueron los ocho procesos concurrentes que explican el origen de la guerra insurgente y contrainsurgente, según el reconocimiento de la Comisión de la Verdad?",solr,4.173743963241577,1.0,0.2,0.13793103448275862,el auge militar de las fuerzas revolucionarias de colombia-ejército del pueblo (farc-ep) y la negociación,02-introducción.txt_0025|02-introducción.txt_0024|02-introducción.txt_0026|26-«Los enemigos agazapados de la paz».txt_0041|10-De la paz política a la guerra insurgente (1958-1978).txt_0006,10-De la paz política a la guerra insurgente (1958-1978).txt_0006
"¿Cuáles fueron los ocho procesos concurrentes que explican el origen de la guerra insurgente y contrainsurgente, según el reconocimiento de la Comisión de la Verdad?",milvus,3.362102508544922,0.0,0.0,0.11494252873563217,"computación de la violencia poltica, sus transformaciones y degradación, as well as su persistencia a la guerrilla",02-introducción.txt_0013|01-prólogo.txt_0014|14-Las FARC.txt_0002|02-introducción.txt_0008|01-prólogo.txt_0021,10-De la paz política a la guerra insurgente (1958-1978).txt_0006
¿Cómo se dividen las valoraciones de los ensayistas de la CHCV respecto al significado del Frente Nacional en el contexto del régimen político colombiano?,solr,1.350642442703247,0.6666666666666666,1.0,0.0,No tengo información suficiente,10-De la paz política a la guerra insurgente (1958-1978).txt_0002|02-introducción.txt_0057|10-De la paz política a la guerra insurgente (1958-1978).txt_0003|02-introducción.txt_0009|10-De la paz política a la guerra insurgente (1958-1978).txt_0012,10-De la paz política a la guerra insurgente (1958-1978).txt_0002|10-De la paz política a la guerra insurgente (1958-1978).txt_0003|10-De la paz política a la guerra insurgente (1958-1978).txt_0004
¿Cómo se dividen las valoraciones de los ensayistas de la CHCV respecto al significado del Frente Nacional en el contexto del régimen político colombiano?,milvus,2.8160347938537598,0.6666666666666666,1.0,0.12307692307692307,"Paradójicamente, la figura del estado de sitio","10-De la paz política a la guerra insurgente (1958-1978).txt_0002|02-introducción.txt_0007|10-De la paz política a la guerra insurgente (1958-1978).txt_0003|19-¿Abrir la democracia a tiros_.txt_0007|35-No es el pasado, es el futuro.txt_0004",10-De la paz política a la guerra insurgente (1958-1978).txt_0002|10-De la paz política a la guerra insurgente (1958-1978).txt_0003|10-De la paz política a la guerra insurgente (1958-1978).txt_0004
"¿Qué consecuencias tuvo el sesgo del Frente Nacional contra actores políticos y sociales, y qué opción adoptaron algunas de las izquierdas nacientes como resultado de la asfixia democrática?",solr,1.396594524383545,1.0,1.0,0.02631578947368421,No tengo información suficiente.,10-De la paz política a la guerra insurgente (1958-1978).txt_0007|10-De la paz política a la guerra insurgente (1958-1978).txt_0008|10-De la paz política a la guerra insurgente (1958-1978).txt_0009|10-De la paz política a la guerra insurgente (1958-1978).txt_0001|15-Golpear y huir.txt_0013,10-De la paz política a la guerra insurgente (1958-1978).txt_0001|10-De la paz política a la guerra insurgente (1958-1978).txt_0007
"¿Qué consecuencias tuvo el sesgo del Frente Nacional contra actores políticos y sociales, y qué opción adoptaron algunas de las izquierdas nacientes como resultado de la asfixia democrática?",milvus,5.398491859436035,0.5,0.25,0.1346153846153846,"acerca de las tasas de homicidios por 100.000 habitantes, que criminalidad hasta 1963 fueron registradas por la revista de la polica nacional , y a partir de 1964, por la nación legal",10-De la paz política a la guerra insurgente (1958-1978).txt_0005|18-El agotamiento del pacto.txt_0010|10-De la paz política a la guerra insurgente (1958-1978).txt_0008|10-De la paz política a la guerra insurgente (1958-1978).txt_0007|18-El agotamiento del pacto.txt_0000,10-De la paz política a la guerra insurgente (1958-1978).txt_0001|10-De la paz política a la guerra insurgente (1958-1978).txt_0007
"¿Cuáles fueron los dos modelos mundiales que surgieron de la Segunda Guerra Mundial, y qué métodos privilegiados de lucha caracterizaron la nueva 'guerra preventiva' simbolizada por el Muro de Berlín?",solr,1.6032328605651855,1.0,1.0,0.03225806451612903,"guerrilla struggle, y the guerrilla struggle.",11-Los paradigmas de la Guerra Fría.txt_0002|11-Los paradigmas de la Guerra Fría.txt_0001|11-Los paradigmas de la Guerra Fría.txt_0003|03-Antecedentes históricos (1920-1958).txt_0006|14-Las FARC.txt_0039,11-Los paradigmas de la Guerra Fría.txt_0001|11-Los paradigmas de la Guerra Fría.txt_0002|11-Los paradigmas de la Guerra Fría.txt_0003
"¿Cuáles fueron los dos modelos mundiales que surgieron de la Segunda Guerra Mundial, y qué métodos privilegiados de lucha caracterizaron la nueva 'guerra preventiva' simbolizada por el Muro de Berlín?",milvus,5.67013144493103,0.6666666666666666,1.0,0.1956521739130435,"ruiz novoa fue el cerebro del plan y este fue considerado uno de los documentos militares pioneros en la planación y conducción estratégica de la guerra nacional a corto, mediano y largo plazo",11-Los paradigmas de la Guerra Fría.txt_0001|11-Los paradigmas de la Guerra Fría.txt_0002|17-¿Armas o reformas_.txt_0076|14-Las FARC.txt_0002|12-Pacificación sin paz.txt_0067,11-Los paradigmas de la Guerra Fría.txt_0001|11-Los paradigmas de la Guerra Fría.txt_0002|11-Los paradigmas de la Guerra Fría.txt_0003
"¿Qué potencias occidentales construyeron un cuerpo doctrinario de técnicas contrainsurgentes y qué territorios específicos fueron utilizados como laboratorios por Gran Bretaña, Francia y Estados Unidos?",solr,3.1353938579559326,1.0,1.0,0.07843137254901962,"On the other hand, the farc-eps cobraban por la presencia de laboratorios en los territorios sel",11-Los paradigmas de la Guerra Fría.txt_0005|11-Los paradigmas de la Guerra Fría.txt_0004|12-Pacificación sin paz.txt_0069|22-El narcotráfico patea el tablero.txt_0083|12-Pacificación sin paz.txt_0070,11-Los paradigmas de la Guerra Fría.txt_0004|11-Los paradigmas de la Guerra Fría.txt_0005
"¿Qué potencias occidentales construyeron un cuerpo doctrinario de técnicas contrainsurgentes y qué territorios específicos fueron utilizados como laboratorios por Gran Bretaña, Francia y Estados Unidos?",milvus,1.3668551445007324,0.5,1.0,0.0,en octubre de 1973,11-Los paradigmas de la Guerra Fría.txt_0005|31-La unidad guerrillera.txt_0022|16-Armar a los civiles.txt_0008|15-Golpear y huir.txt_0018|31-La unidad guerrillera.txt_0007,11-Los paradigmas de la Guerra Fría.txt_0004|11-Los paradigmas de la Guerra Fría.txt_0005
"Tras el triunfo de la Revolución Cubana en 1959, ¿qué acciones estadounidenses llevaron a Castro a buscar apoyo de la URSS, y qué táctica de lucha armada fue aplicada por el Che Guevara en Cuba y propuesta para los Andes?",solr,1.7313318252563477,0.3333333333333333,0.3333333333333333,0.02531645569620253,No tengo información suficiente,11-Los paradigmas de la Guerra Fría.txt_0012|11-Los paradigmas de la Guerra Fría.txt_0011|11-Los paradigmas de la Guerra Fría.txt_0009|11-Los paradigmas de la Guerra Fría.txt_0007|11-Los paradigmas de la Guerra Fría.txt_0006,11-Los paradigmas de la Guerra Fría.txt_0008|11-Los paradigmas de la Guerra Fría.txt_0009|11-Los paradigmas de la Guerra Fría.txt_0013
"Tras el triunfo de la Revolución Cubana en 1959, ¿qué acciones estadounidenses llevaron a Castro a buscar apoyo de la URSS, y qué táctica de lucha armada fue aplicada por el Che Guevara en Cuba y propuesta para los Andes?",milvus,2.107248306274414,0.3333333333333333,1.0,0.024390243902439025,en centroamérica estaban vigentes multiple conflictos armados,11-Los paradigmas de la Guerra Fría.txt_0013|12-Pacificación sin paz.txt_0064|11-Los paradigmas de la Guerra Fría.txt_0011|11-Los paradigmas de la Guerra Fría.txt_0014|24-Ni una gota más de sangre.txt_0014,11-Los paradigmas de la Guerra Fría.txt_0008|11-Los paradigmas de la Guerra Fría.txt_0009|11-Los paradigmas de la Guerra Fría.txt_0013
"Según el texto, ¿cuáles fueron los tres principales desafíos que enfrentó el Frente Nacional al inicio del gobierno de Alberto Lleras Camargo?",solr,7.385287761688232,0.6666666666666666,1.0,0.15730337078651688,"que recreadas las instituciones y afianzadas por el decidido respaldo de los ciudadanos, tienen fortaleza bastante para que la lucha cvica se ejercita sin temor a golpes de estado o la intervención de factores extraos a ella.",12-Pacificación sin paz.txt_0000|12-Pacificación sin paz.txt_0001|11-Los paradigmas de la Guerra Fría.txt_0020|08-Una dictadura inducida.txt_0038|08-Una dictadura inducida.txt_0037,12-Pacificación sin paz.txt_0000|12-Pacificación sin paz.txt_0001|12-Pacificación sin paz.txt_0002
"Según el texto, ¿cuáles fueron los tres principales desafíos que enfrentó el Frente Nacional al inicio del gobierno de Alberto Lleras Camargo?",milvus,5.69293999671936,0.0,0.0,0.15189873417721517,"el papel de Estados Unidos cobró especial relevancia con la llegada del plan colombia, que más que un programa contra las drogas resultó ser una estrategia contrainsurgente.",20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0013|17-¿Armas o reformas_.txt_0000|01-prólogo.txt_0031|02-introducción.txt_0046|10-De la paz política a la guerra insurgente (1958-1978).txt_0006,12-Pacificación sin paz.txt_0000|12-Pacificación sin paz.txt_0001|12-Pacificación sin paz.txt_0002
"¿Cuál fue el contenido fundamental del llamado 'segundo pacto del frente nacional' articulado por Lleras Camargo en el discurso del Teatro Patria, y qué ambigüedad originó esta delegación en el manejo de los conflictos sociales?",solr,1.4009919166564941,0.75,1.0,0.030303030303030304,el segundo punto.,12-Pacificación sin paz.txt_0015|12-Pacificación sin paz.txt_0014|16-Armar a los civiles.txt_0000|12-Pacificación sin paz.txt_0004|12-Pacificación sin paz.txt_0013,12-Pacificación sin paz.txt_0012|12-Pacificación sin paz.txt_0013|12-Pacificación sin paz.txt_0014|12-Pacificación sin paz.txt_0015
"¿Cuál fue el contenido fundamental del llamado 'segundo pacto del frente nacional' articulado por Lleras Camargo en el discurso del Teatro Patria, y qué ambigüedad originó esta delegación en el manejo de los conflictos sociales?",milvus,1.2791111469268799,0.0,0.0,0.0,When they proposed the patriotic union,12-Pacificación sin paz.txt_0016|28-La toma del Palacio de Justicia.txt_0036|34-Al filo del caos.txt_0006|30-El genocidio de la Unión Patriótica.txt_0008|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0013,12-Pacificación sin paz.txt_0012|12-Pacificación sin paz.txt_0013|12-Pacificación sin paz.txt_0014|12-Pacificación sin paz.txt_0015
¿Cuáles fueron las recomendaciones hechas por la primera misión de cooperación de Estados Unidos (compuesta por militares y civiles de la CIA) al gobierno colombiano y qué principios sentó la posterior Misión Yarborough de 1962 para la doctrina contrainsurgente?,solr,1.4571959972381592,1.0,1.0,0.025,el continuo y monitoreo,12-Pacificación sin paz.txt_0044|12-Pacificación sin paz.txt_0065|12-Pacificación sin paz.txt_0066|12-Pacificación sin paz.txt_0067|01-prólogo.txt_0024,12-Pacificación sin paz.txt_0044
¿Cuáles fueron las recomendaciones hechas por la primera misión de cooperación de Estados Unidos (compuesta por militares y civiles de la CIA) al gobierno colombiano y qué principios sentó la posterior Misión Yarborough de 1962 para la doctrina contrainsurgente?,milvus,5.769388198852539,1.0,1.0,0.09259259259259259,"colombia fue el nico pas de américa latina que aceptó participar en ese lejano conflicto, en parte porque ya actuaba bajo las lineas que estados unidos dictaba en materia de seguridad.",12-Pacificación sin paz.txt_0044|12-Pacificación sin paz.txt_0065|07-Violencia que engendra violencia.txt_0027|12-Pacificación sin paz.txt_0068|27-Una tregua imposible.txt_0025,12-Pacificación sin paz.txt_0044
"¿Cuál fue la secuencia de eventos, centrada en Jacobo Prías Álape (Charro Negro) y Mariachi, que detonó la decisión de Marulanda de retomar las armas, y cómo este contexto influyó en el cambio estratégico del Partido Comunista Colombiano (PCC) en 1961?",solr,1.3416860103607178,0.16666666666666666,0.25,0.03333333333333333,No tengo información suficiente,07-Violencia que engendra violencia.txt_0020|13-Provocaciones y agravios.txt_0000|07-Violencia que engendra violencia.txt_0019|13-Provocaciones y agravios.txt_0006|08-Una dictadura inducida.txt_0043,13-Provocaciones y agravios.txt_0004|13-Provocaciones y agravios.txt_0005|13-Provocaciones y agravios.txt_0006|13-Provocaciones y agravios.txt_0007|13-Provocaciones y agravios.txt_0008|13-Provocaciones y agravios.txt_0012
"¿Cuál fue la secuencia de eventos, centrada en Jacobo Prías Álape (Charro Negro) y Mariachi, que detonó la decisión de Marulanda de retomar las armas, y cómo este contexto influyó en el cambio estratégico del Partido Comunista Colombiano (PCC) en 1961?",milvus,1.7607154846191406,0.16666666666666666,0.3333333333333333,0.049586776859504134,El asunto de la ametralladora desencade,08-Una dictadura inducida.txt_0033|02-introducción.txt_0026|13-Provocaciones y agravios.txt_0006|16-Armar a los civiles.txt_0000|07-Violencia que engendra violencia.txt_0028,13-Provocaciones y agravios.txt_0004|13-Provocaciones y agravios.txt_0005|13-Provocaciones y agravios.txt_0006|13-Provocaciones y agravios.txt_0007|13-Provocaciones y agravios.txt_0008|13-Provocaciones y agravios.txt_0012
¿Cómo se diferenciaron las estrategias del Partido Comunista de la Unión Soviética (PCUS) y el Partido Comunista Colombiano (PCC) en cuanto al uso de la lucha armada a partir de 1961?,solr,1.1161503791809082,0.5,1.0,0.0,colombia.,13-Provocaciones y agravios.txt_0001|13-Provocaciones y agravios.txt_0012|04-El miedo al comunismo.txt_0028|05-Reformas inconclusas.txt_0013|06-La violencia como política.txt_0040,13-Provocaciones y agravios.txt_0001|13-Provocaciones y agravios.txt_0002|13-Provocaciones y agravios.txt_0012|13-Provocaciones y agravios.txt_0013
¿Cómo se diferenciaron las estrategias del Partido Comunista de la Unión Soviética (PCUS) y el Partido Comunista Colombiano (PCC) en cuanto al uso de la lucha armada a partir de 1961?,milvus,5.494851350784302,0.25,1.0,0.08849557522123892,"es importante considerar que las disputas entre limpios y comunes no eran solo venganzas personales, robo de ganado, cosechas cafeteras, o colaboración o enfrentamiento con las fuerzas militares",13-Provocaciones y agravios.txt_0013|15-Golpear y huir.txt_0033|30-El genocidio de la Unión Patriótica.txt_0005|04-El miedo al comunismo.txt_0029|12-Pacificación sin paz.txt_0026,13-Provocaciones y agravios.txt_0001|13-Provocaciones y agravios.txt_0002|13-Provocaciones y agravios.txt_0012|13-Provocaciones y agravios.txt_0013
"Según el texto, ¿quién fue el político que popularizó el discurso de las 'repúblicas independientes' y cuál fue la consecuencia personal de este discurso décadas después?",solr,17.848206520080566,0.8,1.0,0.18085106382978722,"en un discurso pronunciado el 25 de octubre de 1961, a propósito de la declaración de estado de sitio, gómez culpó a el gobierno de camargo de daar el clima poltico que haba logrado en su inicio el frente nacional: pero si, por lo menos, porque no hay ejecutoras de orden administrativo, podamos estar satisfechos con la situación de la paz pblica; por lo menos, el fruto del frente nacional, quizá podamos estar conformes, si, por lo menos, el fruto del frente nacional, podamos estar conformes, si, por lo menos, el fruto del frente nacional, podamos estar conformes,",13-Provocaciones y agravios.txt_0021|13-Provocaciones y agravios.txt_0022|13-Provocaciones y agravios.txt_0024|13-Provocaciones y agravios.txt_0018|13-Provocaciones y agravios.txt_0019,13-Provocaciones y agravios.txt_0017|13-Provocaciones y agravios.txt_0018|13-Provocaciones y agravios.txt_0019|13-Provocaciones y agravios.txt_0021|13-Provocaciones y agravios.txt_0022
"Según el texto, ¿quién fue el político que popularizó el discurso de las 'repúblicas independientes' y cuál fue la consecuencia personal de este discurso décadas después?",milvus,1.292309284210205,0.2,0.2,0.0,model of alternancia and parity,26-«Los enemigos agazapados de la paz».txt_0012|13-Provocaciones y agravios.txt_0020|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0007|18-El agotamiento del pacto.txt_0000|13-Provocaciones y agravios.txt_0021,13-Provocaciones y agravios.txt_0017|13-Provocaciones y agravios.txt_0018|13-Provocaciones y agravios.txt_0019|13-Provocaciones y agravios.txt_0021|13-Provocaciones y agravios.txt_0022
"¿Cuál fue el objetivo declarado del Plan Lazo y bajo qué influencias estratégicas fue diseñado, especificando quién fue su principal ideólogo?",solr,2.117751121520996,1.0,1.0,0.06382978723404255,ruiz novoa es el problema de la violencia.,14-Las FARC.txt_0002|14-Las FARC.txt_0003|14-Las FARC.txt_0001|13-Provocaciones y agravios.txt_0024|21-Una democracia represiva.txt_0004,14-Las FARC.txt_0001|14-Las FARC.txt_0002
"¿Cuál fue el objetivo declarado del Plan Lazo y bajo qué influencias estratégicas fue diseñado, especificando quién fue su principal ideólogo?",milvus,4.9026525020599365,0.5,0.5,0.07207207207207207,"carlos lleras restrepo (1966-1970) fue el presidente del frente nacional, es necesario que si la carlos lleras restrepo era el presidente del frente nacional.",14-Las FARC.txt_0003|14-Las FARC.txt_0002|15-Golpear y huir.txt_0048|17-¿Armas o reformas_.txt_0000|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0013,14-Las FARC.txt_0001|14-Las FARC.txt_0002
"¿Qué argumento sociopolítico sobre la violencia esgrimió el General Ruiz Novoa, que generó el rechazo del presidente Valencia, y cuál fue el evento posterior que desencadenó su remoción como ministro?",solr,3.5165014266967773,0.6666666666666666,0.25,0.09638554216867469,"el 27 de mayo 1964, en honor de la sociedad de agricultores de colombia (sac)",13-Provocaciones y agravios.txt_0023|15-Golpear y huir.txt_0027|14-Las FARC.txt_0003|14-Las FARC.txt_0022|14-Las FARC.txt_0021,14-Las FARC.txt_0020|14-Las FARC.txt_0021|14-Las FARC.txt_0022
"¿Qué argumento sociopolítico sobre la violencia esgrimió el General Ruiz Novoa, que generó el rechazo del presidente Valencia, y cuál fue el evento posterior que desencadenó su remoción como ministro?",milvus,5.003238916397095,0.3333333333333333,0.5,0.10869565217391305,"en virtud de este miedo, tildó de comunistas las expresiones de descontento, incluso aquellos que buscaban que las multinacionales cumplieran con la ley colombiana,",26-«Los enemigos agazapados de la paz».txt_0000|14-Las FARC.txt_0020|26-«Los enemigos agazapados de la paz».txt_0001|04-El miedo al comunismo.txt_0018|33-Cría cuervos....txt_0022,14-Las FARC.txt_0020|14-Las FARC.txt_0021|14-Las FARC.txt_0022
"¿Cómo se vincula el ataque a Marquetalia con el mito fundacional de las FARC-EP, y cuáles fueron las principales demandas del programa agrario que esta guerrilla enarboló posteriormente?",solr,4.906050205230713,0.3333333333333333,0.5,0.21052631578947367,"Como se vincula el ataque a Marquetalia con el mito fundacional de las FARC-EP, y cuáles fueron las principales demandas del programa agrario?",14-Las FARC.txt_0014|14-Las FARC.txt_0013|13-Provocaciones y agravios.txt_0022|14-Las FARC.txt_0019|30-El genocidio de la Unión Patriótica.txt_0019,14-Las FARC.txt_0012|14-Las FARC.txt_0013|14-Las FARC.txt_0036
"¿Cómo se vincula el ataque a Marquetalia con el mito fundacional de las FARC-EP, y cuáles fueron las principales demandas del programa agrario que esta guerrilla enarboló posteriormente?",milvus,1.2571935653686523,0.0,0.0,0.0,santanderean.,14-Las FARC.txt_0014|08-Una dictadura inducida.txt_0029|31-La unidad guerrillera.txt_0005|21-Una democracia represiva.txt_0055|15-Golpear y huir.txt_0040,14-Las FARC.txt_0012|14-Las FARC.txt_0013|14-Las FARC.txt_0036
Describa la operación militar que llevó al ELN al borde de la extinción en 1973 y mencione las fuentes de financiación que le permitieron reunificarse y expandirse a principios de los años ochenta.,solr,2.7199106216430664,0.0,0.0,0.2298850574712644,El ejército llevó al eln al punto de la extinción.,15-Golpear y huir.txt_0017|15-Golpear y huir.txt_0031|15-Golpear y huir.txt_0046|24-Ni una gota más de sangre.txt_0022|15-Golpear y huir.txt_0032,
Describa la operación militar que llevó al ELN al borde de la extinción en 1973 y mencione las fuentes de financiación que le permitieron reunificarse y expandirse a principios de los años ochenta.,milvus,2.200730562210083,0.0,0.0,0.0930232558139535,y la invasión de fincas con apoyo de esta guerrilla.,15-Golpear y huir.txt_0018|15-Golpear y huir.txt_0040|15-Golpear y huir.txt_0011|15-Golpear y huir.txt_0039|02-introducción.txt_0047,
"¿Qué suceso generó una fisura insalvable entre el gobierno de Alfonso López Michelsen y el general Álvaro Valencia Tovar, y qué principio defendía el general respecto a la rendición guerrillera?",solr,2.4501705169677734,0.0,0.0,0.043010752688172046,"iniciado en 1971, but es significativamente representativa a partir de 1973.",15-Golpear y huir.txt_0025|15-Golpear y huir.txt_0024|15-Golpear y huir.txt_0021|15-Golpear y huir.txt_0020|22-El narcotráfico patea el tablero.txt_0070,
"¿Qué suceso generó una fisura insalvable entre el gobierno de Alfonso López Michelsen y el general Álvaro Valencia Tovar, y qué principio defendía el general respecto a la rendición guerrillera?",milvus,17.85777235031128,0.0,0.0,0.3092783505154639,"el gobierno de lópez y el general álvaro valencia tovar, quien consideraba que la rendición de los guerrilleros deba hacerse ante el ejército victorioso para que la sociedad comprenda que, con los métodos adecuados, la guerrilla poda ser vencida militarmente. para la administración de lópez, en cambio, se trataba de un esfuerzo por fin a la subversión de manera pacfica. para la administración de lópez, en cambio, se trataba de un esfuerzo por fin a la subversión de manera pacfica. para la administración de lópez, en cambio, se trataba de un esfuerzo por fin a la subversión de man",15-Golpear y huir.txt_0025|08-Una dictadura inducida.txt_0006|15-Golpear y huir.txt_0029|08-Una dictadura inducida.txt_0037|14-Las FARC.txt_0024,
"¿Qué doctrinas de guerra guiaron al ELN y al EPL en sus inicios, y cuál era la justificación ideológica del EPL para implementar su estrategia?",solr,14.780658721923828,0.0,0.0,0.20606060606060606,"El pc-ml tuvo un vnculo directo con el epl, dado que por ejemplo ernesto rojas era al mismo tiempo el jefe militar de la guerrilla y del comité central del partido, haca especialmente vulnerables a sus militantes polticos que no participaban en actividades armadas. este doctrina de combinación de formas de lucha se convirtió en una justificación de la alianza paramilitar para poner como blanco militar a los no combatientes o, en todo caso, a personas en estado de indefensión.",27-Una tregua imposible.txt_0044|15-Golpear y huir.txt_0046|11-Los paradigmas de la Guerra Fría.txt_0015|11-Los paradigmas de la Guerra Fría.txt_0011|24-Ni una gota más de sangre.txt_0033,15-Golpear y huir.txt_0005|15-Golpear y huir.txt_0033|15-Golpear y huir.txt_0034
"¿Qué doctrinas de guerra guiaron al ELN y al EPL en sus inicios, y cuál era la justificación ideológica del EPL para implementar su estrategia?",milvus,6.174723386764526,0.0,0.0,0.09090909090909091,"eln se reconoció como un movimiento poltico y militar, sus militantes plantearon objetivos de influir en organizaciones sociales como uso, anuc, juntas de action comunal y cooperativas de agricultores",12-Pacificación sin paz.txt_0069|14-Las FARC.txt_0002|15-Golpear y huir.txt_0011|27-Una tregua imposible.txt_0044|17-¿Armas o reformas_.txt_0018,15-Golpear y huir.txt_0005|15-Golpear y huir.txt_0033|15-Golpear y huir.txt_0034
"¿Qué acción tomó el gobierno de Guillermo León Valencia en 1965 para romper el monopolio de la fuerza del Estado, y cuál fue la justificación oficial para esta decisión?",solr,2.0328590869903564,1.0,1.0,0.16326530612244897,guillermo león valencia rechazó sus palabras.,16-Armar a los civiles.txt_0000|14-Las FARC.txt_0021|14-Las FARC.txt_0024|13-Provocaciones y agravios.txt_0028|14-Las FARC.txt_0046,16-Armar a los civiles.txt_0000
"¿Qué acción tomó el gobierno de Guillermo León Valencia en 1965 para romper el monopolio de la fuerza del Estado, y cuál fue la justificación oficial para esta decisión?",milvus,3.843992233276367,1.0,1.0,0.2222222222222222,"el tratamiento de los problemas considerados de orden pblico en las regions, como principio esencial de la constitución de 1886.",16-Armar a los civiles.txt_0000|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0013|05-Reformas inconclusas.txt_0022|05-Reformas inconclusas.txt_0021|03-Antecedentes históricos (1920-1958).txt_0019,16-Armar a los civiles.txt_0000
"Según la doctrina contrainsurgente adoptada en Colombia, ¿quiénes fueron considerados 'subversivos' además de los grupos armados, y cuál fue la fuente principal de la ideologización que llevó a este trato en la fuerza pública?",solr,5.336711168289185,1.0,1.0,0.06896551724137932,en colombia por lo menos tres grupos guerrilleros marxistas cuyo objetivo era la toma del poder por las armas para instaurar un gobierno de corte socialista o comunista,16-Armar a los civiles.txt_0005|13-Provocaciones y agravios.txt_0024|16-Armar a los civiles.txt_0004|16-Armar a los civiles.txt_0003|12-Pacificación sin paz.txt_0001,16-Armar a los civiles.txt_0004|16-Armar a los civiles.txt_0005
